,Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_Fertility,Soil_Type,pH,Pollution_Level,Plot_Size,Chosen_Crop,Annual_Yield,Standard_Yield
29518,29518,614.2358,-7.565633116,-2.195711233,Rural_Sokoto,4.8814907,1179.2,-4.7,32,13.65,0.6,Loamy,6.042677795,0.4203707898,2,wheat,1.166828413,0.5834142067
12203,12203,634.5237,-9.349887637,-2.380400427,Rural_Hawassa,3.5601125,1691.8,-4,30,13,0.63,Silt,7.459908122,0.06503322917,6,wheat,2.83000577,0.4716676283
18644,18644,338.43475,-12.22902561,-8.641814563,Rural_Akatsi,7.981026,1801.4,-6.6,32.7,13.05,0.65,Silt,6.863298481,0.06319448366,2.3,wheat,1.125192754,0.4892142409
15119,15119,608.1277,-7.40342816,-5.245335241,Rural_Hawassa,5.83556,804.2,-5,29.4,12.2,0.57,Loamy,4.998036483,0.2198302818,2.7,wheat,1.533622842,0.5680084599
8879,8879,668.4095,-8.097304918,-7.993150077,Rural_Akatsi,11.379527,1283.2,-4,30.6,13.3,0.62,Volcanic,4.506549464,0.06856182351,4.3,tea,3.125449129,0.7268486346
42430,42430,649.1858,-6.182385293,-7.18231947,Rural_Amanzi,11.758632,635.3,-4.8,29.2,12.2,0.58,Sandy,6.762798996,0.460947245,2.6,potato,1.163616894,0.4475449593
23815,23815,374.45523,-11.06655676,-8.921100661,Rural_Akatsi,23.314842,1823,-6.2,33.5,13.65,0.7,Silt,6.851592612,0.0887927682,0.8,wheat,0.3934191093,0.4917738867
13745,13745,743.4772,-8.137856157,-3.812867834,Rural_Hawassa,13.972545,1271.6,-3.4,30.5,13.55,0.63,Volcanic,4.034938609,0.03627109097,1.3,cassava,0.5419572081,0.4168901601
4729,4729,533.50653,-10.20146366,-5.479575194,Rural_Hawassa,36.957676,1677.8,-4.9,30.7,12.9,0.73,Silt,6.725048468,0.170452091,0.5,banana,0.2181551276,0.4363102552
1866,1866,429.6794,-0.5908199896,-3.911969353,Rural_Kilimani,10.363134,421,-7,32.1,12.55,0.56,Loamy,5.011920917,0.006473109235,3.4,wheat,1.943803759,0.5717069881
28028,28028,638.26935,-6.853733585,-0.2316993171,Rural_Sokoto,9.697887,1343.6,-4.2,30.1,12.95,0.62,Volcanic,5.201093315,0.7710904461,2.2,cassava,0.8898384018,0.4044720008
16233,16233,442.31607,-10.67906714,-7.493137869,Rural_Hawassa,7.906821,1761.6,-5.7,33.2,13.75,0.65,Silt,5.526675371,0.03082438124,2.1,banana,1.016749174,0.4841662734
12154,12154,641.44617,-5.727310277,-7.934590089,Rural_Amanzi,5.3720555,654.3,-4.9,29.5,12.3,0.56,Sandy,6.653153293,0.317136951,3.2,wheat,1.773318997,0.5541621866
35731,35731,677.46655,-7.601678662,-5.236326012,Rural_Hawassa,12.327495,939.7,-4.3,30.8,13.25,0.6,Sandy,4.595285849,0.2181736767,1.3,cassava,0.6074244676,0.4672495905
4408,4408,363.7375,-11.3053585,-7.272411759,Rural_Hawassa,9.799233,1747.9,-6.6,31.6,12.5,0.65,Silt,6.477326094,0.03275275919,2,coffee,1.084436277,0.5422181387
2710,2710,239.25795,-12.87784544,-6.524645755,Rural_Hawassa,7.6238174,1602.1,-7.6,32.6,12.5,0.64,Silt,7.412492344,5.29E-06,3.6,banana,1.080074305,0.3000206404
35697,35697,767.3484,-6.448221194,-7.646294762,Rural_Amanzi,10.849078,880.2,-3.5,29.3,12.9,0.59,Sandy,5.228197002,0.3790900424,4.3,wheat,1.750564449,0.4071080115
40492,40492,666.95984,-2.740035662,-4.299366198,Rural_Kilimani,12.911469,539.4,-4.8,29.5,12.35,0.57,Sandy,5.537023039,0.1416925784,1.4,maize,0.6441107149,0.4600790821
2982,2982,534.1084,-5.88500954,-0.8893730321,Rural_Sokoto,18.776329,1004.8,-5.7,34.2,14.25,0.63,Loamy,5.706703757,0.9137351364,1.1,cassava,0.6188489082,0.5625899165
25166,25166,837.23285,-1.870436868,-3.362406385,Rural_Kilimani,31.039873,932.5,-2.8,31.6,14.4,0.66,Sandy,6.304953014,0.1332691098,0.9,wheat,0.5228801659,0.5809779621
43403,43403,620.09814,-6.304039011,-2.875908021,Rural_Hawassa,9.491573,811.7,-4.9,29,12.05,0.58,Loamy,6.020753297,0.4922232188,2.6,potato,1.494213145,0.5746973633
9270,9270,500.32855,-7.259245976,-1.443440614,Rural_Sokoto,3.0449567,1105.6,-5.7,32.2,13.25,0.59,Loamy,6.274752331,0.6478930904,12.7,coffee,4.537735152,0.3573019805
44739,44739,708.3541,-7.890043029,-0.7181976816,Rural_Sokoto,12.764147,1561.6,-3.4,32.5,14.55,0.65,Volcanic,5.2459366,0.3026401834,0.6,cassava,0.2674210276,0.4457017127
40056,40056,570.6675,-5.916549393,-3.794849376,Rural_Hawassa,25.662413,543.1,-5.6,35.1,14.75,0.61,Loamy,5.940620238,0.2174638729,1.3,potato,0.8381754929,0.6447503792
3211,3211,917.1353,-3.641174309,-2.808338803,Rural_Kilimani,16.941868,1041.7,-2,29.8,13.9,0.62,Sandy,6.404212158,0.3654976235,1.5,coffee,0.4637220539,0.3091480359
42113,42113,551.5326,-13.91866058,-6.470590381,Rural_Hawassa,5.2290335,1668.5,-4.8,29.2,12.2,0.63,Silt,7.21182347,3.48E-08,4.8,wheat,2.388750018,0.4976562538
37002,37002,703.3599,-7.660252674,-5.794898208,Rural_Hawassa,7.259696,987.6,-4,26.9,11.45,0.59,Sandy,5.587042665,0.3641015568,4.6,potato,2.515208165,0.5467843836
6747,6747,396.17255,-9.859030973,-3.925483196,Rural_Hawassa,7.230681,1470.4,-6.4,35.8,14.7,0.63,Silt,6.124638434,0.03633116957,3.1,coffee,1.546448276,0.4988542826
32051,32051,1022.13354,-4.461210478,-4.15071392,Rural_Kilimani,12.563234,882.1,-1.2,28.2,13.5,0.6,Rocky,4.979813244,0.2173130922,1.3,potato,0.7283055985,0.5602350758
297,297,812.96906,-8.214452942,-0.06953319556,Rural_Sokoto,11.302348,1807.2,-2.3,28.4,13.05,0.66,Volcanic,4.869691401,0.1714081382,4.6,tea,3.701917846,0.8047647492
10159,10159,799.35675,-4.407142159,-5.029113745,Rural_Kilimani,6.5312996,558.5,-3.5,28.8,12.65,0.55,Sandy,6.653928806,0.2605779648,4.4,maize,2.408549985,0.5473977239
24293,24293,794.1614,-8.926352473,0.02506370866,Rural_Sokoto,1.9820317,1957.9,-2.3,30,13.85,0.65,Volcanic,4.366725491,0.1393712724,10.9,tea,8.249932912,0.7568745791
34278,34278,639.4631,-9.120097282,-1.465963686,Rural_Sokoto,5.4345727,1723.9,-3.9,29.5,12.8,0.64,Volcanic,5.791280601,0.05476869709,2.9,banana,1.722610158,0.5940035027
5576,5576,842.554,-8.358635126,0.1016421549,Rural_Sokoto,3.698488,1878.4,-2,31,14.5,0.65,Volcanic,5.674391542,0.1392398469,7.6,coffee,4.338399969,0.5708421012
14831,14831,611.71234,-8.669527959,-4.137200077,Rural_Hawassa,14.459661,1288.5,-4.6,30.8,13.1,0.63,Silt,5.966382662,0.01877190368,0.6,coffee,0.2573492956,0.4289154927
3673,3673,795.9156,-3.420395341,-0.6686469223,Rural_Kilimani,11.987268,1358.7,-2.8,29.7,13.45,0.63,Volcanic,5.231154426,0.4724227945,1.1,cassava,0.4844839873,0.4404399885
23808,23808,842.5878,-7.655746981,-0.3533239082,Rural_Sokoto,18.014141,1686.4,-2.1,30.1,14,0.68,Volcanic,4.414850684,0.3792769791,2,tea,1.332877796,0.6664388981
33969,33969,641.85486,-5.695770424,-1.934443593,Rural_Hawassa,10.20253,930.4,-4.6,28,11.7,0.59,Sandy,6.675482851,0.780648773,4.2,coffee,1.007490351,0.2398786549
25089,25089,832.8712,-3.76733372,-0.9118961045,Rural_Kilimani,7.9627376,1337.3,-2.5,32.2,14.85,0.62,Volcanic,4.037738831,0.6335292056,3.6,tea,1.4794964,0.4109712223
24095,24095,508.8209,-7.015938542,-0.6641423078,Rural_Sokoto,12.644486,1175.1,-5.6,31,12.7,0.62,Loamy,5.726735428,0.6874095247,1.6,wheat,0.7210244334,0.4506402709
31079,31079,235.23508,-12.45431028,-7.376017893,Rural_Akatsi,10.051492,1653.3,-7.7,33.4,12.85,0.65,Silt,6.201367556,0.005887903442,4,rice,2.264142748,0.5660356869
20033,20033,746.5847,-4.758586231,-5.880485883,Rural_Kilimani,10.3004055,486.4,-4.1,31,13.45,0.56,Sandy,5.719498422,0.2981516407,3,potato,1.785835497,0.5952784991
17951,17951,840.87164,-4.154823338,-4.619193827,Rural_Kilimani,7.839346,639.7,-3.1,30,13.45,0.56,Rocky,4.435367799,0.22376503,3.6,potato,1.859513704,0.5165315845
30870,30870,629.72546,-10.0392587,-9.533728232,Rural_Akatsi,16.705343,1991,-3.5,31.5,14,0.69,Silt,5.979547358,0.1279469991,0.7,banana,0.4453141338,0.6361630483
26848,26848,385.8537,-10.61598744,-5.984092016,Rural_Hawassa,3.3845272,1636,-6.3,31.8,12.75,0.63,Silt,6.422910362,0.2348060724,14.9,banana,6.207638666,0.4166200447
36977,36977,293.50955,-13.04906178,-7.227365615,Rural_Hawassa,2.4684594,1628.8,-7.2,32.3,12.55,0.62,Silt,5.880206727,9.43E-05,9.5,banana,4.223507494,0.4445797362
1444,1444,644.47266,-1.113480405,-6.398516549,Rural_Kilimani,5.4385824,385.3,-5.1,30.3,12.6,0.54,Sandy,6.77398858,0.08444022827,2.9,wheat,1.641220836,0.5659382193
22812,22812,735.7917,-7.601678662,-0.2091762446,Rural_Sokoto,10.967901,1576.2,-3.2,31.5,14.15,0.65,Volcanic,5.241644238,0.3964517167,4.2,tea,2.957220101,0.704100024
1232,1232,749.7395,-3.136536667,-0.925409948,Rural_Kilimani,8.029209,1286.9,-3.3,27.8,12.25,0.61,Volcanic,5.228278986,0.3766221434,2.3,cassava,1.030223078,0.4479230774
40519,40519,708.6726,-7.926088575,-5.988596631,Rural_Hawassa,5.388003,1088.5,-3.9,31.8,13.95,0.59,Sandy,5.929901996,0.3618772742,3.9,wheat,1.78431325,0.4575162178
43930,43930,656.48004,-6.840216506,-6.16878121,Rural_Amanzi,9.558772,729.4,-4.5,27.9,11.7,0.58,Sandy,5.014769599,0.2560009164,3.4,potato,1.904177237,0.5600521285
30912,30912,401.50967,-10.80973225,-8.281445404,Rural_Akatsi,25.353107,1783.3,-6,32.3,13.15,0.71,Silt,7.114956049,0.1264690532,1.2,banana,0.4711277549,0.3926064624
14757,14757,585.0743,-8.444243297,-4.957039913,Rural_Hawassa,0.37514654,1137.7,-5,29.5,12.25,0.58,Loamy,5.974417025,0.3128215212,7.5,wheat,4.528382018,0.6037842691
28811,28811,778.28925,-7.205177658,-7.984140848,Rural_Akatsi,3.876205,1121.3,-3.2,28.7,12.75,0.59,Sandy,4.988262042,0.1006232885,10.2,tea,5.589873607,0.5480268242
10385,10385,653.0688,-7.808940551,-1.393889855,Rural_Sokoto,6.338085,1400.6,-4.1,28.7,12.3,0.62,Volcanic,5.414809666,0.3969352351,2.7,wheat,0.9822995105,0.3638146335
15207,15207,747.023,-3.807884959,-0.42539774,Rural_Kilimani,12.005184,1319.9,-3.3,32.9,14.8,0.63,Volcanic,4.003761497,0.5892343041,0.5,cassava,0.1722256547,0.3444513095
31266,31266,586.2007,-1.19007719,-4.015575486,Rural_Kilimani,39.819324,557.6,-5.5,33.4,13.95,0.66,Loamy,6.152427817,0.02435822325,1,wheat,0.7350573357,0.7350573357
5504,5504,667.496,-8.065765065,0.6196728209,Rural_Sokoto,5.9822187,1655,-3.7,30.5,13.4,0.64,Volcanic,4.331604897,0.1587104242,3.8,tea,2.968855592,0.7812777873
10592,10592,748.20746,-4.154823338,-1.335329866,Rural_Kilimani,13.152989,1151,-3.5,29.7,13.1,0.62,Sandy,6.124569942,0.7412273467,1.8,coffee,0.4540112467,0.2522284704
18005,18005,613.4636,-5.925560779,-1.096585298,Rural_Sokoto,11.118365,1072.3,-4.8,28.5,11.85,0.61,Loamy,6.467949863,0.9030663721,4.7,wheat,2.391889819,0.5089127275
16235,16235,688.63477,-14.58550318,-5.9480551,Rural_Hawassa,2.5060813,1569.9,-3.6,31.6,14,0.62,Volcanic,4.117729226,1.01E-08,10.4,tea,7.484283537,0.7196426477
19108,19108,402.39825,-12.42727612,-8.794971456,Rural_Akatsi,17.431797,1853.8,-6,34.1,14.05,0.69,Silt,5.73751037,0.02118105754,1,coffee,0.536184069,0.536184069
42085,42085,630.41345,-9.277796545,-0.0560193521,Rural_Sokoto,2.244286,1862.7,-3.9,31.2,13.65,0.64,Silt,5.511640252,0.2096092798,5.3,tea,4.041904147,0.762623424
40028,40028,723.94275,-8.9083297,-7.44358711,Rural_Akatsi,18.0124,1541.6,-3.4,30.6,13.6,0.66,Volcanic,5.213055857,0.05327070737,1.9,cassava,0.8805075764,0.4634250402
16100,16100,684.0361,-2.559807933,-2.848880334,Rural_Kilimani,5.9594846,846.3,-4.3,29.3,12.5,0.57,Sandy,6.359656848,0.3228097786,2.4,coffee,0.9668884833,0.4028702014
564,564,431.3645,-9.327359171,-7.083217951,Rural_Akatsi,20.883362,1353.6,-6.1,33.3,13.6,0.66,Silt,6.102420255,0.03544291433,1.3,banana,0.5576032071,0.4289255439
29861,29861,860.88916,-4.848700096,-3.62817864,Rural_Kilimani,12.278118,795,-2.8,28.3,12.75,0.59,Rocky,4.272913833,0.1989053866,1.1,potato,0.5079471882,0.4617701711
8909,8909,698.92773,-7.953122734,-7.448091724,Rural_Akatsi,17.939735,1198.6,-3.9,30,13.05,0.64,Sandy,5.384754545,0.0612317047,1.1,cassava,0.6175844276,0.5614403887
2111,2111,833.18524,-2.406614363,-0.9794653218,Rural_Kilimani,19.479332,1425.1,-2.4,26.8,12.2,0.66,Volcanic,4.491138832,0.1669270298,0.8,tea,0.5290800684,0.6613500856
43576,43576,411.26138,-9.877053746,-6.876005685,Rural_Akatsi,21.753748,1494.4,-6.2,29.7,11.75,0.67,Silt,5.8362992,0.08446846224,1.5,wheat,0.7302978448,0.4868652299
31571,31571,798.12103,-6.781642494,-8.038196222,Rural_Amanzi,1.4956666,1046.1,-3,30.3,13.65,0.58,Sandy,5.36235421,0.1495175507,5.2,tea,2.618189881,0.5034980541
24830,24830,580.6723,-8.980420792,-6.934565673,Rural_Akatsi,5.999847,1381.1,-4.8,30.9,13.05,0.61,Peaty,4.528687492,0.04003697072,3.5,tea,2.225519248,0.6358626424
24862,24862,416.33923,-10.92237458,-9.042725253,Rural_Akatsi,3.3266792,1856.4,-5.8,34.5,14.35,0.64,Silt,6.934257703,0.06001127868,9.3,banana,4.158951874,0.4471991262
9354,9354,724.5819,-8.196430169,-3.893950895,Rural_Hawassa,1.8867223,1263.8,-3.6,30,13.2,0.59,Volcanic,4.271490977,0.03354873243,14.5,cassava,5.802031931,0.4001401332
11987,11987,731.7884,-4.262959976,-2.880412635,Rural_Kilimani,7.211006,807.2,-3.9,31.6,13.85,0.58,Sandy,5.887665699,0.2897409838,4.9,maize,2.379330605,0.4855776745
3899,3899,764.61456,-3.127525281,-1.402899084,Rural_Kilimani,7.201251,1213,-3.2,28.6,12.7,0.61,Volcanic,5.600510414,0.3893862922,2.8,coffee,1.230868038,0.4395957279
17075,17075,673.3799,-2.812126754,-6.601224201,Rural_Kilimani,2.76646,430.9,-4.8,30.9,13.05,0.53,Sandy,6.700075725,0.2523358661,6.8,maize,3.323917982,0.488811468
14261,14261,757.1491,-4.114272099,-1.141631443,Rural_Kilimani,1.4599929,1198.6,-3.3,27.1,11.9,0.59,Sandy,5.459316801,0.7517014493,5.5,wheat,1.58300556,0.2878191928
40226,40226,730.5115,-8.255004181,-7.502147098,Rural_Akatsi,12.091201,1334.9,-3.5,31.9,14.2,0.63,Volcanic,4.254688439,0.05478663429,1.1,cassava,0.4124393961,0.3749449055
36710,36710,608.57294,-6.925824677,-6.421039621,Rural_Akatsi,10.602878,695.7,-5.1,32.2,13.55,0.58,Loamy,5.147386676,0.2470810813,3.2,potato,2.079227903,0.6497587195
26540,26540,441.2696,-11.08457953,-8.177839271,Rural_Akatsi,9.411427,1859.3,-5.6,34,14.2,0.66,Silt,6.250316213,0.2122426825,3.2,rice,1.931572656,0.603616455
18035,18035,556.58154,-9.494069821,-7.749900895,Rural_Akatsi,15.1181965,1589.8,-4.8,31.8,13.5,0.66,Silt,5.885487177,0.08926856507,1.1,rice,0.8033892822,0.7303538929
34479,34479,408.72238,-9.489564127,-7.123759481,Rural_Akatsi,5.356321,1377.2,-6.4,33.2,13.4,0.61,Peaty,5.685924272,0.03816450296,3,wheat,1.346841654,0.4489472181
10853,10853,328.99985,-13.73392715,-7.056190264,Rural_Hawassa,11.758385,1501.3,-6.9,33.4,13.25,0.64,Silt,5.999678421,1.31E-07,3.1,banana,1.33375359,0.4302430936
37559,37559,662.96875,-6.538335059,-7.317457904,Rural_Amanzi,21.48692,740.7,-4.6,30.4,12.9,0.61,Sandy,5.74300452,0.4011670832,0.7,potato,0.3910236673,0.558605239
17002,17002,303.12317,-13.35995462,-6.839968769,Rural_Hawassa,0.5050355,1575.9,-7,34.1,13.55,0.61,Peaty,4.489177283,1.03E-06,10.4,rice,5.668774895,0.5450745092
26182,26182,700.394,-8.349623739,-7.173310241,Rural_Akatsi,1.9536524,1306.2,-3.7,31.9,14.1,0.6,Volcanic,4.27120897,0.06810829807,11.2,cassava,4.15723678,0.3711818554
25668,25668,829.98035,-8.268521261,-0.1866531722,Rural_Sokoto,7.725165,1826.8,-2.1,28.4,13.15,0.65,Volcanic,4.872967445,0.1638839572,3.3,tea,2.659769741,0.8059908305
24280,24280,522.3504,-9.859030973,-2.943477238,Rural_Hawassa,6.25932,1666.4,-5,28.5,11.75,0.64,Silt,7.353129001,0.01020583532,4.9,wheat,2.321612961,0.4737985635
16987,16987,432.54065,-10.8367664,-7.92558086,Rural_Akatsi,10.667967,1801.7,-5.7,32.6,13.45,0.66,Silt,6.892378897,0.09937931978,3.2,wheat,1.591563615,0.4973636298
11396,11396,596.96045,-5.429934523,-1.38938524,Rural_Kilimani,26.081364,971.2,-5,29.9,12.45,0.65,Loamy,6.412882581,0.9045005712,1.2,coffee,0.333577024,0.2779808534
6939,6939,855.2364,-2.735529969,-8.01567315,Rural_Kilimani,13.283992,757.4,-2.8,27.4,12.3,0.59,Rocky,4.732460521,0.03086818837,0.6,potato,0.3312232777,0.5520387962
30879,30879,626.6314,-7.628712822,1.043106583,Rural_Sokoto,19.314589,1530.4,-4.2,31.1,13.45,0.67,Silt,5.813230015,0.1972804084,1.5,coffee,0.6301992539,0.4201328359
8510,8510,768.90674,-8.822721529,-4.655230743,Rural_Hawassa,5.695223,1467.6,-3.1,29.4,13.15,0.62,Volcanic,5.802305182,0.04125621952,2.9,coffee,1.589535855,0.5481158122
19382,19382,632.4924,-8.746124744,-1.502000602,Rural_Sokoto,8.469669,1612.6,-4.1,33.9,14.9,0.64,Silt,7.057102796,0.08152814664,3.6,coffee,1.409751438,0.3915976216
16169,16169,643.86774,-9.025477724,-1.758763628,Rural_Sokoto,23.342066,1669,-4,29.9,12.95,0.69,Volcanic,4.001028423,0.05000686916,1.5,tea,1.122417745,0.7482784968
32932,32932,513.3883,-9.512092594,-4.420990789,Rural_Hawassa,19.313427,1460.1,-5.3,30,12.35,0.66,Silt,7.05496612,0.009059804577,1.2,wheat,0.6338926671,0.5282438893
11470,11470,603.406,-8.836238608,-0.1776439432,Rural_Sokoto,4.8836975,1725.3,-4.2,31,13.4,0.64,Silt,5.559410908,0.1277750048,4.3,banana,2.181832473,0.5074029006
31850,31850,549.1137,-1.298213827,-6.416535007,Rural_Kilimani,6.398175,289.9,-6,30.7,12.35,0.53,Loamy,5.056559497,0.1223602179,2.6,wheat,1.464533581,0.5632821465
32908,32908,612.5021,-1.280191054,-4.186750836,Rural_Kilimani,7.3738832,550.2,-5.2,31.3,13.05,0.56,Loamy,5.551860039,0.02632928175,2.7,wheat,1.793631059,0.6643077996
18842,18842,687.5948,-10.15190103,-9.267955977,Rural_Akatsi,8.772305,2038.2,-3.1,32,14.45,0.67,Volcanic,5.368226151,0.1346211103,4.7,banana,2.951611712,0.6280024919
19736,19736,945.3568,-1.573061115,-1.916425135,Rural_Kilimani,1.0674825,1417.5,-1.4,24.5,11.55,0.6,Volcanic,4.421718856,0.08282488308,8.8,tea,5.317923442,0.604309482
15499,15499,320.72507,-14.15295662,-7.452596339,Rural_Hawassa,4.949014,1343.9,-7.2,30.4,11.6,0.61,Peaty,5.02110616,1.14E-08,3.5,banana,1.354041845,0.3868690984
41314,41314,375.8042,-11.74241074,-8.659833021,Rural_Akatsi,12.344337,1850.3,-6.2,31.9,12.85,0.67,Silt,5.289374945,0.1845520212,1.7,rice,0.9076550734,0.5339147491
10189,10189,505.25302,-10.92688027,-9.524719003,Rural_Akatsi,39.932186,1976.2,-4.9,29.7,12.4,0.77,Silt,6.412576356,0.02256085172,1.4,banana,0.8193730576,0.5852664697
2608,2608,817.6941,-4.429670625,-1.434431385,Rural_Kilimani,18.070463,1192.9,-2.8,29.1,13.15,0.64,Sandy,6.117015001,0.7782224151,1.3,cassava,0.6494053032,0.4995425409
14695,14695,668.15155,-5.344326352,-0.4434161979,Rural_Kilimani,3.270398,1193.4,-4.1,31.5,13.7,0.59,Sandy,6.243852746,0.891999185,8.2,coffee,1.95659527,0.2386091792
30789,30789,479.31125,-9.440001502,-5.605704399,Rural_Hawassa,8.776728,1380.8,-5.7,33,13.65,0.62,Silt,6.257245356,0.08342433807,4.1,banana,1.770087256,0.4317285991
2348,2348,783.677,-5.975123405,-7.637285533,Rural_Amanzi,24.1422,797.6,-3.5,27.8,12.15,0.63,Sandy,5.933261293,0.4303982953,1.1,maize,0.5220523362,0.4745930329
44630,44630,679.1616,-7.308808602,-5.664264388,Rural_Hawassa,8.133283,848.4,-4.4,30.7,13.15,0.58,Sandy,5.679605189,0.3085420516,2.4,cassava,1.335561743,0.5564840595
37929,37929,834.3536,-5.13255877,-5.844448967,Rural_Kilimani,10.367101,597.2,-3.2,30.5,13.65,0.57,Sandy,4.960487994,0.3104913597,3.5,potato,2.074286781,0.592653366
13205,13205,507.50168,-9.82749112,-2.749778815,Rural_Hawassa,5.0141234,1676.8,-5,32,13.5,0.63,Silt,6.507841934,0.02576143855,2.2,wheat,1.207157481,0.5487079457
14856,14856,674.843,-5.997651871,0.1647067577,Rural_Sokoto,32.795967,1299.8,-4,31.1,13.55,0.69,Volcanic,4.969756173,0.9720795516,1.2,tea,0.620384725,0.5169872708
44842,44842,648.79944,-9.084051736,-2.646172682,Rural_Hawassa,3.5610461,1646.7,-3.5,30.3,13.4,0.63,Volcanic,5.630260347,0.01830968899,12,banana,6.866983074,0.5722485895
6181,6181,628.17474,-6.763619721,-2.227243535,Rural_Hawassa,18.625628,1007.2,-4.7,30.1,12.7,0.63,Loamy,5.900887889,0.6175469021,1.5,wheat,0.7950569745,0.530037983
19892,19892,855.8754,-2.366063124,-7.984140848,Rural_Kilimani,8.040479,749.1,-2.8,28.9,13.05,0.57,Rocky,5.671746268,0.02555045356,4.5,potato,2.705013346,0.6011140768
41659,41659,782.8814,-3.100491121,-3.312855626,Rural_Kilimani,4.0686026,820.7,-3.4,32,14.3,0.57,Sandy,6.476294482,0.319773276,11.7,maize,6.128451215,0.5237992492
884,884,765.71216,-8.209947249,-1.560560591,Rural_Sokoto,15.156538,1599.8,-2.9,31.4,14.25,0.66,Volcanic,4.061815948,0.224198233,1.7,tea,1.123292592,0.6607603479
3831,3831,640.91986,-9.196694067,-5.020104516,Rural_Hawassa,25.823397,1447.4,-4.3,30,12.85,0.68,Volcanic,5.619730448,0.02637450389,1.3,coffee,0.7247041049,0.5574646961
11912,11912,428.64127,-11.60723995,-8.894072975,Rural_Akatsi,13.345416,1915.6,-5.7,30,12.15,0.68,Silt,6.646997291,0.119552751,0.6,wheat,0.3030251342,0.5050418904
41458,41458,682.3821,-10.83226071,-1.25875142,Rural_Sokoto,3.485978,2138.5,-3.2,32.1,14.45,0.66,Volcanic,4.476456099,0.2113393633,8.8,tea,6.679188856,0.7589987337
11605,11605,1003.4345,-3.564577524,-2.592117308,Rural_Kilimani,23.123165,1182.2,-1.1,28.4,13.65,0.65,Sandy,6.208891989,0.3991159287,1.6,tea,0.4390168968,0.2743855605
22393,22393,363.24857,-10.50334511,-3.515563278,Rural_Hawassa,8.931987,1612.4,-6.7,32.7,13,0.64,Silt,6.581278167,0.1364192418,3.5,rice,2.094119593,0.5983198836
34315,34315,828.5322,-4.348568147,-6.601224201,Rural_Kilimani,10.721512,592.1,-3.2,27.7,12.25,0.57,Sandy,5.220753486,0.2715139949,2.8,potato,1.748798332,0.6245708327
38499,38499,680.2488,-5.502025615,-7.231870229,Rural_Amanzi,7.1811347,568.3,-4.6,28.8,12.1,0.56,Sandy,5.57020596,0.4338178873,4.5,potato,2.609377215,0.5798616034
44502,44502,276.6052,-11.32338127,-8.349014622,Rural_Akatsi,6.2444873,1719.7,-7.2,34.2,13.5,0.64,Silt,6.112775137,0.2857156819,2.7,rice,1.442377176,0.5342137689
7949,7949,392.29877,-10.86380056,-6.051661234,Rural_Hawassa,5.8429794,1697.7,-6.2,34.1,13.95,0.64,Silt,7.050420754,0.1539439822,2.8,wheat,1.323132486,0.4725473165
28844,28844,865.6767,-1.883953948,-1.330825252,Rural_Kilimani,4.7197785,1440.7,-2.1,31.9,14.9,0.62,Volcanic,5.644777597,0.09607307497,3.7,coffee,1.851489852,0.5004026627
3125,3125,617.0832,-8.282038341,-7.020153348,Rural_Akatsi,24.603285,1181.8,-4.6,29.5,12.45,0.66,Loamy,5.824166533,0.09283689594,0.8,coffee,0.3878677926,0.4848347408
24543,24543,425.1166,-10.03024732,-3.767821689,Rural_Hawassa,28.446945,1558.6,-6,30.9,12.45,0.7,Silt,5.675061987,0.06508258764,1.3,rice,0.8714005086,0.6703080836
21785,21785,724.34436,-6.295027624,-7.299439446,Rural_Amanzi,33.23951,750.2,-4,30.2,13.1,0.65,Sandy,4.987327122,0.4690455206,1.7,potato,0.8983722815,0.5284542832
38048,38048,709.637,-3.267201771,-2.119132787,Rural_Kilimani,1.0190023,993,-4,29,12.5,0.57,Sandy,6.128989937,0.4243575564,10.9,coffee,3.945732486,0.361993806
44929,44929,759.17444,-5.758850129,-5.749852063,Rural_Kilimani,8.772279,582.4,-3.9,32.9,14.5,0.56,Sandy,5.989506107,0.2904726945,2.7,maize,1.41110745,0.522632389
43256,43256,571.6264,-9.309336398,-2.700228056,Rural_Hawassa,6.7860394,1581.2,-4.7,31.2,13.25,0.63,Silt,6.450217665,0.01613987359,3.2,banana,1.5208457,0.4752642811
12608,12608,241.63023,-11.80549045,-6.443562694,Rural_Hawassa,7.4265685,1661.6,-7.6,31.8,12.1,0.64,Silt,5.848460063,0.003287831368,3.8,banana,1.679882851,0.4420744344
